index,nombre,sector,precio,area,habitaciones,banos,parqueadero,codigoSector,acabados,tipoAcabados
7910,"Venta Espectacular Casa 5 Dorm., Amplio Jardín, Piscina, Chiviqui, Tumbaco",Cumbayá,900000,1250,5,6,5.0,14,813,3
7912,Vendo Casa 3 Dorm. Urbanización Privada Cumbaya,Cumbayá,240000,256,3,3,2.0,14,205,1
7914,"Casa de Venta en Cumbaya, San Juan Bajo, 4 Dorm.",Cumbayá,312000,330,3,3,2.0,14,277,1
7915,"Lujosa Residencia de 5 Dorm., ¡Precio de Oportunidad Imperdible!",Cumbayá,670000,700,5,5,4.0,14,601,2
7921,"Conjunto Livorno: Casaas Dos Plantas, Sector Puembo",Puembo,118000,116,3,2,2.0,13,86,1
7927,Vendo Espectacular Casa (Mac) - Sector Puembo,Puembo,405000,611,3,4,2.0,13,373,2
7936,"Casa de Venta en Auquichico Cumbayá, Urbanización Privada",Cumbayá,430000,445,3,3,4.0,14,361,2
7946,"Vendo Casa en Urbanizacion, Sector Colegio Aleman Cumbaya, Usd 470.000",Cumbayá,470000,780,4,5,3.0,14,418,2
7947,Hermosa Casa 511 m² - La Primavera 1 - Cumbaya,Cumbayá,479000,685,4,5,2.0,14,444,2
7949,Vendo Casa 260 m² Cumbaya,Cumbayá,289000,500,4,3,5.0,14,202,1
7955,Casa de Venta en La Viña Espectacular,Cumbayá,1470000,1975,6,5,3.0,14,1418,3
7958,Vendo Excelente Tanhouse Conjunto Seguro,Cumbayá,239000,250,3,3,2.0,14,204,1
7970,"Vendo Casa, Cumbaya, Sector Colegio Menor S. F.",Cumbayá,230000,232,3,2,2.0,14,195,1
7972,Casa de Venta Dentro de Urbanizacion Sector Lumbisi,Cumbayá,235000,300,3,2,2.0,14,200,1
7976,"Linda Casa en Cumbayá, Cerca a Todo.",Cumbayá,199990,247,3,3,2.0,14,165,1
7982,Casa - Cumbayá,Cumbayá,320000,273,3,3,2.0,14,285,1
7990,Casa en Venta – Sector a 2 Cuadras Atrás del Colegio Albert Einstein,Carcelén,250000,450,4,4,2.0,9,227,1
7999,Vendo Ó Arriendo Bonita Casa de 4 Dorm. - Rancho San Francisco,Cumbayá,1250000,1000,4,4,4.0,14,1181,3
8004,Hermosa Casa de Venta Intervalles,Cumbayá,415000,300,4,3,4.0,14,346,2
8005,Vendo Casa de Lujo Urbanizacion Einsten Sector Carcelen 912 m² $508.000,Carcelén,600000,1000,10,5,5.0,9,543,2
8009,Vendo Casa en Carcelen Usd$85.000,Carcelén,85000,126,3,2,1.0,9,74,1
8011,Ultima Casa en Venta en Cumbayá 248 m $254.000 4 Dorm.,Cumbayá,254000,248,4,4,4.0,14,185,1
8013,Venta. Casa. 4 Habitaciones. 1370 m². Urbanización Balcon de Norte. Carcelén,Carcelén,720000,1370,4,4,4.0,9,674,2
8014,"Casa Una Sola Planta La Pulida Norte de Quito, a Estrenar Aplica Tasa 4,99% Vis",San Carlos,70300,68,3,2,1.0,4,57,1
8016,Casa de 2 Pisos de Venta en San Juan de Cumbaya 4 Dorm. Conjunto con Piscina,Cumbayá,163800,233,4,2,2.0,14,129,1
8022,Tanda Casa en Venta 520.000 Dólares,Cumbayá,520000,600,3,3,3.0,14,468,2
8024,Casa - San Carlos,San Carlos,184000,429,7,6,3.0,4,143,1
8027,Casa - Carcelén,Carcelén,72999,114,3,3,1.0,9,62,1
8029,"Casa en Venta, 3 Dorm., Pomasqui",Pomasqui,85000,123,3,2,2.0,1,62,1
8030,Se Vende Linda Casa de 258 m Totales de Construcción en Cumbaya,Cumbayá,200000,258,3,2,2.0,14,165,1
8035,Vendo Casa - Lujo Cumbayá,Cumbayá,258000,249,4,4,4.0,14,189,1
8050,Casa en Urbanización Cumbaya,Cumbayá,320000,510,3,2,2.0,14,285,1
8054,Casa en Venta Totalmente Remodelada en Ponciano Alto,Ponceano,209000,350,5,3,10.0,7,90,1
8055,Venta de Hermosa Casa de 3 Dorm. - Sector: Cumbayá a 700 m del Rancho San Francisco,Cumbayá,338000,311,3,3,3.0,14,286,1
8056,De Venta Hermosa Casa Urbanizacion Privada,Carcelén,95900,193,3,2,1.0,9,85,1
8067,Se Vende Casa Hermosa y Exclusiva de 240 m Totales en Cumbaya - La Primavera,Cumbayá,235000,240,3,2,2.0,14,200,1
8072,En Venta Hermosa Casa No Adosada con Jardín Grande por Estrenar en Lumbisí,Cumbayá,325000,420,3,3,2.0,14,290,1
8075,"Casa Una Sola Planta La Pulida Norte de Quito, a Estrenar Aplica Tasa 4,99% Vis",San Carlos,65300,68,3,2,1.0,4,52,1
8078,Departamento Dúplex Venta Cumbayá 3 Dorm.,Cumbayá,194000,210,3,2,2.0,14,159,1
8079,"Espectacular Propiedad, San Juan de Cumbaya. 4 Dorm., Yanazarapata, 1.600 m²",Cumbayá,539000,1600,4,4,8.0,14,400,2
8081,Casa de 4 Dorm. de 800 m² - Sector Privilegiado - Cumbaya,Cumbayá,700000,878,4,4,4.0,14,631,2
8083,"Puembo, por Estrenar, 4 Dorm., Moderna $365.000",Puembo,365000,354,4,2,2.0,13,333,2
8084,"Cumbaya, Espectacular Casa con Piscina, Exclusiva Urbanización $880.000",Cumbayá,880000,900,4,4,3.0,14,828,3
8091,Casa de Lujo en Venta. Cumbayá Urb. La Viña Terminada Al 90%,Cumbayá,650000,462,4,3,2.0,14,615,2
8094,En Venta Linda Casa de 129.59 m² en Conjunto Residencial Privado a Pocas Cuadras del Terminal Terres,Carcelén,98000,171,3,2,2.0,9,75,1
8105,Casa - Ponceano,Ponceano,60000,230,3,2,2.0,7,36,1
8107,Moderna y Linda Casa en Conjunto Privado en San Juan de Cumbaya,Cumbayá,225000,253,3,3,2.0,14,190,1
8108,"Se Vende, Casa Grande, Sector Ponceano",Ponceano,180000,282,4,2,4.0,7,132,1
8110,Casa de Venta 323 m² / $ - Sector Bellavista Alta,Bellavista,359000,323,3,2,2.0,10,328,2
8111,"Hermosa Casa, Venta, Conjunto Privado Pomasqui.",Pomasqui,106000,205,3,3,2.0,1,83,1
8112,Linda Casa Moderna en Conjunto en San Juan de Cumbaya.,Cumbayá,225000,193,4,4,3.0,14,173,1
8113,Venta Casa Independiente con Suite - Cumbayá La Primavera,Cumbayá,284900,245,4,3,2.0,14,250,1
8114,Casa en Puembo de Venta Bajo de Precio,Puembo,770000,2500,4,4,6.0,13,674,2
8116,"Espectacular Casa en Urbanización Cumbayá, Lote 896 Mtrs2, 460 Mtrs2 Construcción",Cumbayá,770000,544,3,4,4.0,14,701,2
8117,"En Venta, Casa con Patio en Conjunto Privado, Pusuquí, Quito",Pomasqui,70000,133,3,2,1.0,1,59,1
8118,Terreno Ideal Para Construcción/ Oficinas - El Égrafo,El Batán,325000,405,9,3,2.0,2,297,1
8119,Hermosa Casa Independiente en Venta - Cumbayá - Urb. Valle 1,Cumbayá,365000,317,3,3,2.0,14,330,2
8122,Casa de Venta Amplia Moderna y Cómoda - San Juan de Cumbayá,Cumbayá,282000,185,3,3,2.0,14,247,1
8134,Vendo Casa Espaciosa en Quito Tennis 1094 m²,Quito Tenis,690000,1094,5,5,7.0,12,591,2
8138,"Venta, Casa, Oportunidad, Esquinera, 320 m",Carcelén,158000,320,7,3,5.0,9,101,1
8139,Venta Casa con Acabados de Lujo en Cumbaya Sector La Primavera 2da Etapa,Cumbayá,250000,236,3,3,0.0,14,250,1
8141,Casa en Venta en Conjunto Zona Quito Tenis,Quito Tenis,240000,480,3,3,2.0,12,212,1
8145,Amplia Casa en Venta en Cumbayá Cerca Al Colegio Menor,Cumbayá,205000,193,3,3,2.0,14,170,1
8153,Inmobusiness Vende Hermosa Casa en Conjunto Privado. Sector Colegio Menor,Cumbayá,240000,263,3,3,2.0,14,205,1
8156,Inmobusiness Vende Casa en San Juan de Cumbayá,Cumbayá,1600000,1100,5,6,6.0,14,1496,3
8158,"Batan Alto Casa Independiente, 4 Dorm.",El Batán,275000,411,4,4,5.0,2,205,1
8165,Se Vende Casa Sector Urbanización Católica!,Cumbayá,220000,270,4,3,2.0,14,185,1
8176,Vendo Casa 4 Dorm. Cumbayá #,Cumbayá,280000,350,4,4,3.0,14,228,1
8182,Tanda Casa en Conjunto No Adosada por Estrenar 360.000,Cumbayá,360000,385,3,3,2.0,14,325,2
8186,Hermosa Casa en Venta,Ponceano,140000,188,3,2,2.0,7,116,1
8198,Vendo Casa a Estrenar Centro de Cumbayá,Cumbayá,295000,270,4,4,3.0,14,243,1
8200,Espectacular Casa en Venta Sector La Primavera Cumbaya,Cumbayá,298000,313,4,4,2.0,14,263,1
8202,Vendo Hermosa Casa Estilo Clasica Sector La Carolina Megamaxi,El Batán,680000,800,4,5,4.0,2,624,2
8203,Vendo Casa Puembo Urbanización El Ingenio,Puembo,720000,1100,4,5,4.0,13,656,2
8206,"Cumbayá - Santa Lucía, Hermosa Casa de Venta Dentro de Urbanización de 258 m²",Cumbayá,310000,241,4,3,2.0,14,275,1
8214,Casa - Cumbayá,Cumbayá,470000,440,4,4,2.0,14,435,2
8217,Venta Casa Sector Cumbaya Yanazarapata,Cumbayá,345000,360,3,3,2.0,14,310,2
8220,Vendo Casa Pillagua 3 Dormit. + Suit $480.000,Cumbayá,480000,420,4,4,2.0,14,445,2
8222,Vendo Oportunidad Casa Independiente Iñaquito Alto,Iñaquito Alto,395000,1274,4,4,12.0,3,233,1
8231,Venta Casa en Conjunto Indepediente Sector Scala Shopping $210.000,Cumbayá,210000,249,3,2,2.0,14,175,1
8233,Cumbaya - Casa de Venta Dentro de Urbanización Entre Cumbayá y Nayón de 500 m² de 4 Dorm.,Cumbayá,880000,500,4,4,3.0,14,828,3
8236,Cumbaya Sector El Potrero Se Vende Casa Dentro de Urbanizacion,Cumbayá,440000,350,3,4,2.0,14,405,2
8237,Casa en Venta en El Quito Tenis,Quito Tenis,710000,922,3,3,4.0,12,653,2
8239,"Casa en Venta, Sector González Suárez",González Suárez,750000,370,3,3,0.0,11,750,2
8240,"Bellísima Casa con Extensos Jardines, Piscina Ubicada en El Centro de Cumbayá",Cumbayá,598000,374,3,4,4.0,14,529,2
8244,Casa de Venta en Cumbaya en Una Sola Planta,Cumbayá,1100000,1200,4,4,2.0,14,1065,3
8248,Terreno con 2 Casas en Venta Sector La Primavera 2,Cumbayá,386200,516,4,4,4.0,14,317,2
8258,"Hermosa Casa en Puembo, Excelente Ubicación, Hermosos Jardines, Árboles Grandes!",Puembo,620000,2800,6,7,8.0,13,492,2
8271,Oportunidad Linda Casa San Antonio de Pichincha,Pomasqui,90000,100,3,2,2.0,1,67,1
8277,Vendo Preciosa Casa un Solo Nivel en Jardin del Este $790.000,Cumbayá,790000,1155,5,4,3.0,14,738,2
8281,Venta Hermosa Casa en Cumbaya,Cumbayá,197000,290,3,3,3.0,14,145,1
8282,Casa Oportunidad Juan Vallauri Carcelen (117 M²),Carcelén,95000,117,3,2,1.0,9,84,1
8287,Hermosa Casa en Cumbaya en Conjunto Privado,Cumbayá,520000,495,3,3,4.0,14,451,2
8288,Hermosa Casa de Oportunidad en Venta Dentro de Conjunto Privado en Cumbaya,Cumbayá,375000,479,3,3,2.0,14,340,2
8290,"Moderna y Cómoda Casa, 3 o 4 Dorm., Sector Colegio Menor, Cumbayá",Cumbayá,420000,650,3,4,3.0,14,368,2
8310,Vendo Excelente Propiedad en Obra Gris,Cumbayá,550000,800,4,4,4.0,14,481,2
8312,Casa de Alquiler / Venta en Cumbaya,Cumbayá,2500000,1050,5,5,6.0,14,2396,3
8314,Venta de Casa - 114 m² San Carlos Norte de Quito,San Carlos,84000,141,3,3,1.0,4,70,1
8315,"Casa Independiente con 12 Dorm., Cumbaya",Cumbayá,950000,600,12,12,15.0,14,690,2
8319,Vendo Linda Casa de 4 Dorm. Sector Colegio Menor,Cumbayá,349000,370,4,5,3.0,14,297,1
8320,Casa Independiente en Carcelén,Ponceano,350000,474,4,4,4.0,7,302,2
8321,En Venta Hermosa Casa Moderna en Cumbaya,Cumbayá,830000,900,3,4,3.0,14,778,2
8326,Oportunidad Excelente Casa Moderna Sector San Juan de Cumbaya,Cumbayá,225000,220,3,2,2.0,14,190,1
8328,Puembo. Casa de Venta en Conjunto,Puembo,750000,2480,4,4,5.0,13,670,2
8333,Vendo Excelente Casa en Puembo,Puembo,790000,2500,4,4,4.0,13,726,2
8336,"Re/max Futuro Vende Departamento, Canal 8 Bellavista Alto 121 m²",Bellavista,90000,121,2,2,2.0,10,59,1
8337,Casa de Venta de Dos Pisos en Lumbisi,Cumbayá,170000,179,3,2,2.0,14,135,1
8344,"Vendo Casa 170 m². 3 Dorm. Yanazarapata, Cumbayá",Cumbayá,200000,170,3,2,0.0,14,200,1
8352,Intervalles Casa Moderna $325.000 Negociables,Cumbayá,325000,411,3,3,2.0,14,290,1
8355,Jas/ Vende Casa Carcelen Semi Independiente 150 m² Nueva,Carcelén,117000,197,3,2,1.0,9,106,1
8363,Casa Nueva de Venta en Pomasqui Conjunto Residencial Moderno,Pomasqui,109900,180,3,2,2.0,1,87,1
8367,Vendo Excelente Casa en Urb. Vista Grande,Cumbayá,320000,310,3,4,2.0,14,285,1
8368,Inmobusiness Vende Casa en Cumbaya San Juan,Cumbayá,485000,857,3,3,4.0,14,416,2
8370,Casa en Venta (Sector San Juan Alto - Cumbaya),Cumbayá,240000,195,4,4,3.0,14,188,1
8373,"Cumbaya - Lumbisi. Hermosa Casa Rustica de Venta, en Urb. Privada",Cumbayá,650000,1950,4,4,3.0,14,598,2
8374,Propiedad de Venta La Primavera Cumbayá,Cumbayá,390000,724,4,3,5.0,14,303,2
8379,Casa - Puembo,Puembo,370000,2120,3,2,4.0,13,306,2
8381,Muy Buena Casa de Venta Ubicada Dentro de Urbanización en Puembo,Puembo,430000,340,4,4,3.0,13,382,2
8382,Linda Casa Acogedora Pomasqui,Pomasqui,80000,90,3,2,2.0,1,57,1
8383,"Venta Casa 3 Dorm., Conjunto Privado, La Primavera II, Cumbayá",Cumbayá,190000,170,3,2,2.0,14,155,1
8384,Casa en Venta Sector Carcelen Cerca Al Colegio Einstein,Carcelén,245000,435,4,3,3.0,9,211,1
8388,Casa Moderna con Espectacular Vista! Piscina. 4 Habitaciones con Baño. Oficina,Cumbayá,549000,1600,4,4,8.0,14,410,2
8389,Vendo Hermosa Casa con Espectacular Vista - Sector Intervalles Cumbayá,Cumbayá,199000,198,3,2,2.0,14,164,1
8391,Hermosa y Amplia Casa de Venta en Conjunto Privado Sector Santa Ines,Cumbayá,240000,383,3,2,2.0,14,205,1
8392,Casa en Venta Estilo Campestre en Puembo,Puembo,783800,2440,4,4,6.0,13,688,2
8398,Preciosa Casa de Venta en Cumbayá,Cumbayá,265000,400,4,3,2.0,14,230,1
8403,"Casa Rentera Urb. La Luz, Kennedy",La Luz,190000,357,9,5,2.0,8,166,1
8408,"Moderna, 4 Dorm., en Urbanizacion y en Conjunto",Cumbayá,580000,400,3,3,3.0,14,528,2
8420,"Casa en Cumbres del Valle, en Cumbaya",Cumbayá,780000,645,3,3,3.0,14,728,2
8424,"Cumbaya - Yanazarapata Vendo/rento Hermosa Casa, Diseño Londoño",Cumbayá,219990,251,3,3,2.0,14,185,1
8426,Casa - Lumbisi,Cumbayá,320000,305,3,3,2.0,14,285,1
8427,"Cumbaya, Venta Linda Casa en Conjunto Cerrado Ms",Cumbayá,215000,210,3,2,2.0,14,180,1
8430,"Casa, 4 Dorm., Norte de Quito, Carcelén",Carcelén,275000,326,4,3,4.0,9,229,1
8436,"Zp, Cv, en El Norte! Vendo Casa Adosada de 138 m², Sector Carcelen, Mem",Carcelén,95000,138,3,2,1.0,9,84,1
8438,Casa en Venta Sector Yanazarapata Cumbaya,Cumbayá,230000,240,3,3,3.0,14,178,1
8439,Casas Exclusivas - Av Intervalles - Cumbaya,Cumbayá,219000,183,3,2,2.0,14,184,1
8445,"Cumbayá - Yanazarapata, Casa de Venta Al 200 m²",Cumbayá,215000,200,3,3,2.0,14,180,1
8451,Casa con Piscina en Urbanización Meneses Pallares,Cumbayá,880000,1824,3,4,4.0,14,811,3
8454,Cumbaya Hermosa Casa No Adosada en Excelente Conjunto,Cumbayá,585000,870,4,4,4.0,14,516,2
8457,"Muy Buena Casa de Venta Dentro de Cumbres del Valle, Cumbayá",Cumbayá,650000,580,4,4,3.0,14,598,2
8466,Hermosa Casa 608 m² en San Juan Alto Cumbayá,Cumbayá,580000,675,5,5,3.0,14,528,2
8469,"Inmobusiness Vende o Arrienda Casa Sector Club Arrayanes, Puembo",Puembo,750000,1853,4,4,4.0,13,686,2
8470,"Espectacular Casa a La Venta, Sector Carcelen, Urb. Uraba, Área 230 m 2",Carcelén,250000,230,4,4,3.0,9,216,1
8474,Casa - Cumbayá,Cumbayá,1000000,825,3,3,5.0,14,913,3
8479,Vendo Casa Independiente Dos Plantas - La Pampa 2,Pomasqui,200000,408,5,3,5.0,1,143,1
8481,Puembo - Exclusivas Casas Independientes Dentro de Urbanización,Puembo,386965,339,4,4,2.0,13,355,2
8485,En Venta Casa Sector La Paz,Iñaquito Alto,370000,475,6,3,3.0,3,330,2
8491,Casa en Venta en Cumbaya,Cumbayá,325000,400,3,3,2.0,14,290,1
8495,"Cumbaya, Venta Amplia Casa C/piscina, 4 Dorm.. Ma",Cumbayá,500000,589,4,3,2.0,14,465,2
8500,Hermosa Casa en Venta en Cumbaya Urbanizacion Cumbres del Valle,Cumbayá,1600000,1220,3,7,5.0,14,1513,3
8502,Nayon en Conjunto con Seguridad Casa 3 Habitaciones $338.000,Cumbayá,338000,400,3,3,3.0,14,286,1
8503,"Casa en Miravalle, Urbanización Exclusiva. Altos del Valle.",Cumbayá,650000,603,5,4,3.0,14,598,2
8505,Cumbaya Casa en Conjunto 3 Habitaciones $400.000,Cumbayá,400000,537,3,3,2.0,14,365,2
8507,Hermosa Casa con Jardín Propio Quito Tennis,Quito Tenis,320000,300,3,3,4.0,12,263,1
8519,"Cumbaya - Sector Auquichico, Súper Casa de 4 Dorm. en Venta de 430 m²",Cumbayá,650000,430,4,4,4.0,14,581,2
8531,Casa de Venta en Conjunto en San Juan Alto Cumbaya,Cumbayá,240000,230,3,2,2.0,14,205,1
8533,"Casa Dúplex en Los Condominios ""El Batán""",El Batán,75000,106,3,1,0.0,2,75,1
8543,Hermosa Casa en Venta San Juan de Cumbaya,Cumbayá,199000,256,3,3,2.0,14,164,1
8551,"Venta Casa 4 Dormi, Primavera, Cumbayá $335,000",Cumbayá,335000,380,5,5,2.0,14,300,1
8554,Vendo Moderna Casa en Urbanización Cerrada con Jardines,Puembo,405000,580,3,3,3.0,13,357,2
8555,Inmobusiness Vende Casa en Urbanizacion Exclusiva en La Primavera Alta,Cumbayá,1200000,1250,3,4,2.0,14,1165,3
8565,"Espectacular Casa de Venta Sector Lumbisí, Conjunto Cerrado",Cumbayá,450000,370,4,3,3.0,14,398,2
8566,"Vendo Casa en San Juan de Cumbaya, Universidad San Francisco.",Cumbayá,193000,245,3,2,2.0,14,158,1
8568,Vendo Hermosa Casa en Cumbaya,Cumbayá,345000,375,3,3,2.0,14,310,2
8573,Casa con Amplio Jardín,Cumbayá,295000,519,3,2,2.0,14,260,1
8577,Casa de Venta Remodeladoa en Pillagua con 1131 m² de Terreno y Casa con un Suite.,Cumbayá,550000,390,4,4,2.0,14,515,2
8579,Oportunidad Casa en Venta Independiente $128.000 Sector Ponceano,Ponceano,128000,238,4,2,2.0,7,104,1
8646,En Venta Casa Rentera de 250 Mtrs en Parque de Cumbaya,Cumbayá,250000,242,2,2,0.0,14,250,1
8655,"Hermosa Casa en Conjunto, San Juan Alto de Cumbaya",Cumbayá,138000,198,3,3,2.0,14,103,1
8656,Hermosa Casa Intervalles,Cumbayá,445000,650,3,3,2.0,14,410,2
8659,Venta. Casa. Cumbaya. Patio. Terraza.,Cumbayá,221000,275,3,2,2.0,14,186,1
8662,Casa - Cumbayá,Cumbayá,360000,310,3,3,2.0,14,325,2
8665,De Venta Hermosa Casa en Conjunto Ponceano Alto,Ponceano,118000,124,3,2,3.0,7,82,1
8667,Oportunidad! Casa de Venta Cumbayá 3 Dorm. (Colegio Menor),Cumbayá,212000,235,3,3,2.0,14,177,1
8668,"Ultimas 3 Casas de Venta, Los Arrayanes Puembo.",Puembo,278000,352,3,3,2.0,13,246,1
8669,Hermosa Casa con Vista de Venta en El Corazón de Cumbaya,Cumbayá,1100000,1500,4,4,6.0,14,996,3
8672,Casa en Conjunto Cerrado por El Rancho San Francisco,Cumbayá,340000,380,3,3,3.0,14,288,1
8676,Casa Mediterranea con Ascensor de Venta en Urbanizacion - Cumbaya,Cumbayá,799000,1027,6,5,6.0,14,695,2
8678,"Cumbaya, Casa, 345 m², 3 Habitaciones, 5 Baños, 2 Parqueaderos",Cumbayá,480000,345,3,4,0.0,14,480,2
8680,Hermosa Casa Sector Rancho San Francisco,Cumbayá,370000,419,3,3,4.0,14,301,2
8684,"Casa en Venta con Diseño Moderno, Terraza y Hermosa Vista en La Primavera",Cumbayá,239000,279,3,3,2.0,14,204,1
8690,En Venta Casa de Lujo 4 Dorm. Urb. Exclusiva Sector Rancho San Francisco,Cumbayá,1270000,1070,4,5,6.0,14,1166,3
8703,En Venta o Renta Casa en Lumbisi - Cumbaya,Cumbayá,450000,500,4,5,3.0,14,398,2
8705,Casa - Cumbayá,Cumbayá,380000,357,5,3,5.0,14,293,1
8707,Casa - Ponceano,Ponceano,110000,130,3,2,2.0,7,86,1
8708,"Casa de Venta, a Pasos del Parque de Cumbayá, Conjunto, Vista",Cumbayá,200000,247,3,2,2.0,14,165,1
8711,Cumbaya Espectacular Casa por Estrenar,Cumbayá,370000,370,3,3,3.0,14,318,2
8712,"Hermosa Casa, 5 Dorm., Diseño Moderno Dentro de Urbanización!",Cumbayá,950000,1250,5,6,3.0,14,898,3
8716,"Espectacular Propiedad, San Juan de Cumbaya. 4 Dorm., Yanazarapata, 1.600 m²",Cumbayá,550000,1600,4,4,8.0,14,411,2
8722,"Hermosa Casa, Venta, Conjunto Privado Pomasqui.",Pomasqui,106000,205,3,3,2.0,1,83,1
8729,Venta de Exclusiva Casa de 3d en Ponceano.,Ponceano,190000,224,3,3,2.0,7,166,1
8736,Casa - Carcelén,Carcelén,115000,120,3,2,1.0,9,104,1
8737,"Venta de Casa en Conjunto Privado, 231 m² San Juan de Cumbaya",Cumbayá,210000,231,3,4,2.0,14,175,1
8742,Puembo Casa · 120 m² · 3 Habitaciones · 3 Estacionamientos,Puembo,135000,120,3,3,3.0,13,87,1
8744,Venta Casa en Cumbaya Sector Colegio Aleman,Cumbayá,490000,570,5,4,4.0,14,421,2
8745,Venta Casa en Cumbaya Sector San José,Cumbayá,980000,608,5,5,0.0,14,980,3
8746,Espectacular Casa Intervalles,Cumbayá,840000,1000,4,4,4.0,14,771,2
8753,Casa con Locales Comerciales de Oportunidad en Av Diego de Vásquez,Ponceano,225000,575,3,3,2.0,7,201,1
8756,Linda Casa en Cumbayá Dentro de Conjunto con Piscina,Cumbayá,235000,240,3,2,2.0,14,200,1
8761,"3 - 4 Dorm, Sala de Juegos, Estudio, Estar, Sala Exterior. Piscina Canchas",Cumbayá,540000,384,4,4,3.0,14,488,2
8762,Remax Ai Vende Cómoda Casa en Cumbayá,Cumbayá,208000,235,3,3,2.0,14,173,1
8767,Incréible Casa en El Portal de Cumbayá 1´295.000usd!,Cumbayá,1295000,1535,3,2,3.0,14,1243,3
8769,Tv: Vendo Propiedad 1700 m² El Cebollar Cumbaya,Cumbayá,278500,1700,3,1,2.0,14,244,1
8782,Inmobusiness Vende Hermosa Casa Cerca de La Ruta Viva,Cumbayá,300000,201,3,3,2.0,14,265,1
8784,*vendo Elegante Casa de Estilo Moderno en Cumbayá - Quito,Cumbayá,975000,1250,3,4,2.0,14,940,3
8786,Espectacular Casa en Una de Las Mejores Zonas de Puembo,Puembo,725000,500,4,4,4.0,13,661,2
8787,"Casa de Venta Conjunto El Poblado, Intervalles",Cumbayá,365000,317,3,3,2.0,14,330,2
8791,Venta Casa Dentro de Conjunto Sector Colegio Einstein Carcelen,Carcelén,135000,187,4,3,2.0,9,112,1
8794,Venta Casa en Carcelén,Carcelén,93000,225,4,3,2.0,9,70,1
8796,Venta Casa Puembo Estrenar Arrayanes,Puembo,1100000,1036,3,5,6.0,13,1004,3
8807,Hermosa Casa en Venta - San Patricio / Cumbayá,Cumbayá,264000,276,3,3,2.0,14,229,1
8812,"Amplias Casa en Pomasqui 175 m² 4 Dorm. Sala de Estar, Estudio Gym",Pomasqui,109900,175,4,2,2.0,1,87,1
8813,Casa - Carcelén,Carcelén,69500,180,5,2,1.0,9,58,1
8814,1400 m de Terreno y Linda Casa 636 m en Urbanizacion de Lujo y Segura,Cumbayá,1200000,636,3,3,4.0,14,1131,3
8819,"Pomasqui, a Una Cuadra Simón Bolívar",Pomasqui,87500,134,3,2,2.0,1,65,1
8821,Casa Remodelada de Venta Ponceano No Adosada en Conjunto,Ponceano,180000,231,3,3,1.0,7,168,1
8825,Venta Casa en Pomasqui,Pomasqui,75000,100,2,1,1.0,1,64,1
8830,Se Vende Hermosa Casa Independiente en Ponceano,Ponceano,140000,241,4,4,2.0,7,116,1
8839,Oportunidad! por Viaje Bajo de Precio Casa de Venta en San Juan Alto Cumbaya,Cumbayá,240000,336,3,3,3.0,14,188,1
8840,Casa en Venta Lumbisi Cumbaya,Cumbayá,235000,300,3,2,2.0,14,200,1
8853,Casa - Cumbayá,Cumbayá,155000,136,3,2,2.0,14,120,1
8859,Vendo Hermosa Casa en Ponceano a 2 Minutos del Supermaxi,Ponceano,169000,400,3,2,2.0,7,145,1
8865,Carcelen Casa de Venta Oportunidad Dos Pisos,Carcelén,118000,220,3,3,2.0,9,95,1
8867,Casa - Carcelén,Carcelén,108000,115,3,2,2.0,9,85,1
8876,Bajo de Precio! Hermosa Casa en San Juan Alto en Conjunto con Piscina,Cumbayá,240000,336,3,3,3.0,14,188,1
8879,Casa en Venta Sector Reservorio de Cumbayá,Cumbayá,205000,193,4,3,2.0,14,170,1
8881,"Casa con Piscina Cubierta, Sala de Cine, 4 Habitaciones en Urbanización de Lujo",Puembo,1390000,1100,5,5,8.0,13,1262,3
8885,Oportunidad Venta Conjunto Residencial 3 Casas Mas Suite Cumbaya,Cumbayá,499000,830,12,7,8.0,14,360,2
8889,Espectacular Casa de Venta Dentro de Urbanización Segura y Exclusiva,Cumbayá,719000,473,4,4,2.0,14,684,2
8893,Cumbaya Casa de Venta en Urbanizacion (En Subconjunto) Sector Colegio Aleman,Cumbayá,430000,500,3,3,4.0,14,361,2
8894,"San Juan, Casa de Venta",Cumbayá,149500,194,3,2,2.0,14,115,1
8897,Vendo Casa Guanguiltahua,El Batán,292000,346,3,3,3.0,2,250,1
8902,Hermosa Casa de Venta - Cumbaya,Cumbayá,199000,287,3,3,2.0,14,164,1
8906,"Casa Moderna de Venta en Cumbayá, San Juan Alto",Cumbayá,282000,234,3,3,2.0,14,247,1
8907,Hermosa Casa de Alto Lujo en Urbanización Rancho San Francisco,Cumbayá,1400000,1200,4,4,4.0,14,1331,3
8908,Vendo Amplia Casa en Conjunto Sector Ponceano Alto,Ponceano,230000,550,5,5,2.0,7,206,1
8909,"Casa de Venta en Cumbaya, Tanda",Cumbayá,420000,1112,3,3,2.0,14,385,2
8922,"Casa de Venta en La Viña, Jardín y Piscina, Estudio y Sala Familiar",Cumbayá,390000,300,3,3,3.0,14,338,2
8928,Vendo Hermosa Casa en San Carlos,San Carlos,102000,126,3,2,1.0,4,88,1
8931,Iñaquito Alto - Vendo o Arriendo Espectacular Casa de 745 m de Construcción,Iñaquito Alto,1300000,2200,7,9,6.0,3,1219,3
8943,Vendo Casa Moderna Amplia en Conjunto Cerrado en Cumbayá por Sector La Viña,Cumbayá,430000,560,4,5,3.0,14,378,2
