index,nombre,sector,precio,area,habitaciones,banos,parqueadero,codigoSector,acabados,tipoAcabados
1,Excelente Casa de Renta en Una de Las Mejores Urbanizaciones en Cumbaya!,Cumbayá,1300000,1000,4,4,5.0,14,1213,3
7,Venta Casa de Lujo de 700 m² con 3 Dorm. Sector Cumbayá,Cumbayá,1700000,700,3,4,2.0,14,1665,3
10,Casa en Conjunto Cerrado por El Rancho San Francisco,Cumbayá,340000,380,3,3,3.0,14,288,1
19,Casa con Locales Comerciales de Oportunidad en Av Diego de Vásquez,Ponceano,225000,575,3,3,2.0,7,201,1
21,"Scala Shopping, Casa 4 Dorm., Piscina, Promocion $289.000",Cumbayá,289000,340,4,3,2.0,14,254,1
23,"Casa de Lujo Dentro de Urbanización, Cumbayá Sector La Viña",Cumbayá,349000,350,3,3,2.0,14,314,2
27,Venta. Casa. Cumbaya. Patio. Terraza.,Cumbayá,221000,275,3,2,2.0,14,186,1
34,"Hermosa Casa, 5 Dorm., Diseño Moderno Dentro de Urbanización!",Cumbayá,950000,1250,5,6,3.0,14,898,3
44,Casa de Lujo 3 Dorm. Sector Cumbayá,Cumbayá,595000,480,3,4,7.0,14,474,2
46,Hermosas Casas Santa Ines Casa - Cumbayá,Cumbayá,399999,223,3,4,2.0,14,365,2
50,Hermosa Casa con Vista de Venta en El Corazón de Cumbaya,Cumbayá,1100000,1500,4,4,6.0,14,996,3
58,Hermosa Casa Sector Rancho San Francisco,Cumbayá,370000,419,3,3,4.0,14,301,2
64,"San Patricio, Espectacular Casa a Estrenar, 4 Dorm. $482.000",Cumbayá,482000,651,4,4,4.0,14,413,2
68,"Oportunidad, Cumbaya, Scala Shopping, Casa 2 Plantas; 4 Dorm. $365.000",Cumbayá,365000,626,4,4,4.0,14,296,1
69,Venta Casa en Cumbaya Sector Colegio Aleman,Cumbayá,550000,570,5,4,4.0,14,481,2
75,Casa en Venta Totalmente Remodelada en Ponciano Alto,Ponceano,209000,350,5,3,10.0,7,90,1
76,Cumbaya Venta de Casa Dentro de Conjunto con Piscina Cerca a La Ruta Viva!,Cumbayá,278000,306,3,2,2.0,14,243,1
86,Casa de Venta Puembo 3 Dorm. en Urbanización,Puembo,335000,368,4,4,2.0,13,303,2
88,Vendo Hermosa Casa Ponceano Norte de Quito,Ponceano,120000,150,3,2,2.0,7,96,1
89,Espectacular Casa Intervalles,Cumbayá,840000,1000,4,4,4.0,14,771,2
90,Se Vende Exclusiva y Moderna de 175 m en San Juan de Cumbaya de Tres Dorm.,Cumbayá,213000,222,3,2,2.0,14,178,1
91,Hermosa Casa Intervalles,Cumbayá,445000,650,3,3,2.0,14,410,2
98,"Hermosa Casa Ponceano 146 m², Patio y Jardín, Esquinera",Ponceano,110000,147,3,2,2.0,7,86,1
100,"Cumbaya, Precio Oportunidad, Casa Estilo Clásico en Una Sola Planta, $650.000",Cumbayá,650000,1630,4,3,4.0,14,581,2
105,Hermosa Casa en Yanazarapata de 480 m² con Acabados de Lujo,Cumbayá,590000,500,3,4,5.0,14,503,2
107,De Venta Hermosa Casa en Conjunto Ponceano Alto,Ponceano,118000,124,3,2,3.0,7,82,1
108,"Casa de Venta Terminal de Carcelen, Calle Capri, Tres Habitaciones",Carcelén,85000,165,3,2,1.0,9,74,1
111,Precio Inigualable! Venta Casa en Cumbayá - con Hermoso Patio,Cumbayá,288000,500,3,3,4.0,14,219,1
115,"Cumbaya, Exclusiva Urbanizacion, Casa Totalmente Restaurada $589.000",Cumbayá,589000,1086,3,3,5.0,14,502,2
116,Casa Mediterranea con Ascensor de Venta en Urbanizacion - Cumbaya,Cumbayá,799000,1027,6,5,6.0,14,695,2
128,Oportunidad Venta Casa Cumbaya Santa Ines Terreno 2.000 m²,Cumbayá,750000,2750,4,5,5.0,14,663,2
138,Casa de Venta..,Cumbayá,370000,304,3,3,2.0,14,335,2
139,Tenis Vendo 2 Casas en un Lote de 900 m²,Quito Tenis,650000,900,13,6,8.0,12,537,2
140,"Cumbaya Se Vende Casa de un Solo Piso, Cinco Dorm., Estudio, Área de Servicio, Jardin (Cr)",Cumbayá,749000,583,5,4,4.0,14,680,2
141,"Cumbayá - Pillagua, Casa de Venta de 269 m², 3 Dorm.",Cumbayá,460000,300,3,3,3.0,14,408,2
142,Casa de Venta en Planos Proyecto Villa Capri Sector Arrayanes Puembo,Puembo,319425,390,3,3,3.0,13,272,1
145,Casa de Remate 250 m² en Usd. 5 Dorm. Carcelen,Carcelén,139000,250,5,4,2.0,9,116,1
146,"Lujosa Residencia de 5 Dorm., ¡Precio de Oportunidad Imperdible!",Cumbayá,670000,700,5,5,4.0,14,601,2
155,"Casa de Venta en Cumbayá, San Juan Bajo, 4 Dorm.",Cumbayá,315000,330,4,3,2.0,14,280,1
168,Casa con Hermosa Vista y Amplio Jardin $400.000,Cumbayá,400000,612,3,3,4.0,14,331,2
169,Inmobusiness Vende Elegante Casa en Urbanizacion en Puembo,Puembo,3000000,2100,5,9,4.0,13,2936,3
181,Amplia Casa en Venta en Cumbayá Cerca Al Colegio Menor,Cumbayá,207000,193,3,3,2.0,14,172,1
184,"Vendo Casa Oportunidad Luminosa, Flamante, Cumbayá, Sector Iglesia, Conjunto 9",Cumbayá,135000,226,4,3,2.0,14,100,1
186,Cumbaya Hermosa Casa Colegio Terranova,Cumbayá,238888,285,3,3,2.0,14,204,1
187,Puembo - Exclusivas Casas Independientes Dentro de Urbanización,Puembo,294500,247,3,3,2.0,13,263,1
188,"Cumbayá, La Primavera, Vendo Casa 340 m² Constrc. 300 m² Terreno. 4 Dormit.",Cumbayá,340000,340,4,4,3.0,14,288,1
197,Arrayanes Casa en Urbanización en Venta,Puembo,1850000,2400,5,5,5.0,13,1770,3
206,Moderna Casa en Venta Cumbayá a Dos Minutos del Colegio Menor,Cumbayá,598000,467,3,3,4.0,14,529,2
208,Casa de Venta de 4 Habitaciones Sector San Juan Alto Cumbaya,Cumbayá,290000,450,4,2,4.0,14,221,1
210,Oportunidad! Venta de Hermosa y Moderna Casa en San Juan de Cumbaya,Cumbayá,260000,197,3,2,2.0,14,225,1
211,Hermosa Casa por Estrenar - Cumbaya,Cumbayá,282000,260,3,4,2.0,14,247,1
212,"Hermosa Casa de Venta Dentro de Conjunto, 4 Dorm. - Sector Colegio Menor - Cumbayá",Cumbayá,239000,248,4,4,2.0,14,204,1
222,"Casa Espectacular y Unica, Increible Vista, Piscina Cumbaya",Cumbayá,1350000,1321,4,6,8.0,14,1211,3
226,Vendo Hermosa Casa/ La Primavera,Cumbayá,890900,1200,3,4,8.0,14,752,2
238,Se Vende Casa en Cumbaya,Cumbayá,160000,105,2,2,1.0,14,143,1
242,Se Vende Linda Casa en La Primavera,Cumbayá,335000,850,5,5,2.0,14,300,1
246,Vendo de Súper Oportunidad Casa de 600 m en Estilo Suizo en Pillagua,Cumbayá,580000,1641,3,4,5.0,14,493,2
250,"Casa Rentera Urb. La Luz, Kennedy",La Luz,219000,357,9,5,2.0,8,195,1
253,Casa Rentera en Carcelen,Carcelén,140000,550,6,4,4.0,9,94,1
255,Confortable Casa en Arriendo Para Oficinas,El Batán,340000,320,3,3,2.0,2,312,2
257,Vendo Sector San Juan Casa Moderna,Cumbayá,285000,268,4,2,2.0,14,250,1
258,Se Vende Casa de Oportunidad en Portal de Cumbaya,Cumbayá,650000,1300,5,4,5.0,14,563,2
271,Vendo Casa Para Familia U Oficina en La Granados,El Batán,402000,530,4,3,6.0,2,318,2
272,"Minimalista, Doble Altura, Jacuzzi Exterior, Terraza Master, Estudio. de Lujo.",Puembo,550000,350,4,4,4.0,13,486,2
274,Casa de Venta en Cumbaya en Urb. La Comarca,Cumbayá,320000,284,3,3,2.0,14,285,1
279,Cumbaya - Urb. Parque Algarrobos Vendo Excelente Casa de 460 m² de Construcción,Cumbayá,700000,700,4,4,3.0,14,648,2
282,Vendo Ó Arriendo Bonita Casa de 4 Dorm. - Rancho San Francisco,Cumbayá,1250000,1000,4,4,4.0,14,1181,3
284,"Entrega Inmediata, Casa 2 Pisos Conjunto, Piscina, Seguridad, Puembo",Puembo,117500,116,3,2,2.0,13,86,1
285,Casa - Cumbayá,Cumbayá,314000,250,0,0,0.0,14,314,2
288,Inmobusiness Vende Hermosa Casa Familiar Semi - Adosada en Cumbayá,Cumbayá,165000,188,3,3,2.0,14,130,1
289,"Cumbaya, Preciosa Casa Estrenar. No Adosada. Ubicación Ideal. Acabados de Lujo",Cumbayá,319663,232,3,3,2.0,14,285,1
293,Batán Alto Excelente Casa Totalmente Remodelada. Venta,El Batán,365000,450,6,6,5.0,2,295,1
298,Casa - Cumbayá,Cumbayá,792389,811,3,2,2.0,14,758,2
299,Espectacular Casa de Venta Dentro de Urbanización Segura y Exclusiva,Cumbayá,719000,473,4,4,2.0,14,684,2
304,Linda Casa en Cumbayá Dentro de Conjunto con Piscina,Cumbayá,235000,240,3,2,2.0,14,200,1
305,Casa en Puembo Entrega Inmediata Credito Vip 4.99 %,Puembo,73200,100,3,1,1.0,13,57,1
306,"Vendo Casa Para Vivienda U Oficinas, Sector González Suárez, Muy Exclusiva.",González Suárez,640000,601,3,4,3.0,11,582,2
309,Hermosa Casa de Venta en Cumbayá,Cumbayá,245000,301,3,3,2.0,14,210,1
317,Casa en Venta 1900 m² San Antonio,Carcelén,365000,1900,4,4,2.0,9,342,2
323,Linda Casa Nueva 4 Dorm. 3 Baños 2 Garages Terraza Ático Piscina Gimnasio,Pomasqui,119800,178,4,2,2.0,1,97,1
326,Casa - Cumbayá,Cumbayá,167693,192,3,3,1.0,14,150,1
327,Sector Arrayanes 640 m² Casa en Venta Dos Plantas,Puembo,820000,480,4,3,4.0,13,756,2
331,Casa de Venta Cumbaya Excelente Ubicacion,Cumbayá,845000,2000,4,4,4.0,14,776,2
333,"Casa de Venta Conjunto El Poblado, Intervalles",Cumbayá,365000,317,3,3,2.0,14,330,2
335,Venta de Casa Sector San Juan Alto Cumbaya,Cumbayá,189000,228,3,2,2.0,14,154,1
336,Vendo Casa Independiente en Cumbaya Lumbisi,Cumbayá,290000,632,4,4,0.0,14,290,1
338,"Vendo Casa Grande con 4 Viviendas, Quiteño Libre, Bellavista, Minicondominio",Bellavista,595000,500,7,6,4.0,10,533,2
343,Casa en Venta Sector Privilegiado de Cumbayá,Cumbayá,1500000,5157,3,4,1.0,14,1483,3
347,Casa por Estrenar de Lujo Puembo Urbanizacion Exclusiva,Puembo,268000,250,3,3,3.0,13,220,1
349,Vendo Excelente Propiedad 1.176 m² Terreno 733 m² Const. Av Pampite Cumbaya,Cumbayá,1470000,1909,5,4,3.0,14,1418,3
350,Vendo Cálida y Luminosa Casa con Vista a Los Volcanes,Carcelén,130000,210,3,3,3.0,9,96,1
356,"Venta Espectacular Casa Moderna Vista, Parques Urbanización de Lujo",Cumbayá,750000,700,5,4,4.0,14,681,2
357,Santa Inés Casa Contemporanea de Venta 773 m² de Construcción 1766 m² Terreno,Cumbayá,3500000,1763,5,8,4.0,14,3431,3
362,"Puembo Ultima Casa Bajo de Precio Se Vende Casa Moderna, Hermosa Vista, Área Comunal con Piscina, Se",Puembo,289000,267,3,3,2.0,13,257,1
363,Casa a Estrenar en Puembo,Puembo,405000,416,3,3,3.0,13,357,2
364,"Cumbaya Se Vende Casa Moderna, Seguridad 24 Horas, Excelente Ubicación",Cumbayá,360000,235,3,4,2.0,14,325,2
372,Casa por Estrenar en Venta en Santa Ines / Cumbaya,Cumbayá,487732,385,3,3,2.0,14,453,2
377,Tv: Vendo Propiedad 1700 m² El Cebollar Cumbaya,Cumbayá,278500,1700,3,1,2.0,14,244,1
379,La Machala / Vendo Hermosa Casa / San Carlos Pv,San Carlos,155000,207,4,3,2.0,4,128,1
383,Casa Para Vivir Crecer Ser Feliz,Cumbayá,470000,300,4,4,4.0,14,401,2
384,Vendo Casa Sector Santa Lucia,Ponceano,139000,237,5,4,2.0,7,115,1
387,Se Vende Casa en El Norte de Quito Carcelen,Carcelén,80200,109,3,1,1.0,9,69,1
389,"Venta Edificio y Galpón Industrial Sector Comercial, Ponciano",Ponceano,375000,584,6,6,4.0,7,327,2
398,Venta Flamante Casa Cumbaya,Cumbayá,389000,426,5,6,4.0,14,320,2
400,Venta - Amplia Casa - Ponceano,Ponceano,60000,170,3,2,2.0,7,36,1
401,Amplia Casa de Venta en La Real Audiencia/ 505 m²,Ponceano,179000,505,3,2,2.0,7,155,1
402,Casa Moderna con Piscina Urbanización Pillagua Veronica Baez Re/max Futuro,Cumbayá,720000,1521,5,7,5.0,14,633,2
404,Casa de Venta en Quito Norte Sector Uraba II 380 m²,Carcelén,189999,380,4,3,2.0,9,167,1
406,Vendo Amplia Casa en Ponceano,Ponceano,187000,500,3,3,2.0,7,163,1
410,Cumbaya - Vendo o Arriendo Casa de 4 Dorm. en Exclusiva Urbanización,Cumbayá,1400000,1370,4,4,4.0,14,1331,3
414,"Casa Moderna, Estilo Minimalista en Exclusiva Urbanización en Puembo",Puembo,290000,400,3,3,2.0,13,258,1
418,Bajo de Precio! Hermosa Casa en San Juan Alto en Conjunto con Piscina,Cumbayá,240000,336,3,3,3.0,14,188,1
420,"Casa con Piscina Cubierta, Sala de Cine, 4 Habitaciones en Urbanización de Lujo",Puembo,1390000,1100,5,5,8.0,13,1262,3
421,"Vendo Casa Rustica, Amplia, en Conjunto Cerrado por Colegio Menor",Cumbayá,520000,1105,3,3,4.0,14,451,2
425,Casa en Venta La Primavera Conjunto Privado,Cumbayá,185000,210,3,2,2.0,14,150,1
429,Casa en Venta o de Arriendo en San Juan Alto de Cumbayá,Cumbayá,265000,371,3,3,3.0,14,213,1
430,Tumbaco La Cerámica - Hermosa Casa Dentro de Conjunto Privado,Cumbayá,198000,191,3,3,2.0,14,163,1
432,En Venta Casa en Iñaquito Alto 555 m 2008tc,Iñaquito Alto,185000,280,3,3,2.0,3,158,1
446,"Casa 248 m², Ideal Para Empresas, Sector San Carlos de 3 Pisos, Parqueadero",San Carlos,166500,248,4,3,5.0,4,98,1
451,Casa en Venta Sector Miravalle,Cumbayá,220000,208,4,3,3.0,14,168,1
453,"Cumbaya Se Vende Casa Independiente, 4 Dorm., Cuarto de Servicio, Conjunto Cerrada",Cumbayá,549000,503,4,5,4.0,14,480,2
460,"Cumbaya, Casa, 345 m², 3 Habitaciones, 5 Baños, 2 Parqueaderos",Cumbayá,480000,345,3,4,0.0,14,480,2
461,Casa - Cumbayá,Cumbayá,320000,273,3,3,2.0,14,285,1
462,"Casa de Venta en Cumbaya, Altos del Valle",Cumbayá,670000,1272,3,3,3.0,14,618,2
464,Casa de Venta Sector Agencia Nacional de Transito,San Carlos,120000,160,4,2,2.0,4,93,1
466,Casa en Venta Cumbaya Vía Lumbisi.,Cumbayá,170000,170,3,2,2.0,14,135,1
471,"Lujosa Casa, Diseno Unico, Doble Altura, Jacuzzi, Sala con Fogatero Exterior",Cumbayá,740000,619,4,4,6.0,14,636,2
482,Casa 234 m² Urbanización Privada Pillagua - Cumbayá,Cumbayá,235000,258,4,4,2.0,14,200,1
483,Estrena Casa Independiente en Mastodontes! Casa de 277 m²,Carcelén,238000,329,5,4,3.0,9,204,1
486,Casa en Venta Cumbayá,Cumbayá,250000,240,3,3,2.0,14,215,1
488,"Casa en Venta, Colegio Einstein - Carcelén",Carcelén,130000,242,3,3,2.0,9,107,1
490,"Vendo Hermosa Casa en Cumbaya, Sector San Patricio.",Cumbayá,350000,426,3,3,3.0,14,298,1
493,Hermosa Casa Lujosa de Venta en Cumbaya,Cumbayá,1600000,1500,4,4,4.0,14,1531,3
501,Casa de Venta en La Viña Espectacular,Cumbayá,1450000,1975,6,5,3.0,14,1398,3
502,Re/max Asesoria Inmobiliaria Vende Hermosa Casa en Conjunto - La Primavera,Cumbayá,228000,270,5,3,2.0,14,193,1
506,Hermosa Casa en Venta por La Viña,Cumbayá,245000,204,3,2,2.0,14,210,1
516,"Cumbaya, Casa de Venta 6 Dorm., (2 Dorm. en Planta Baja)",Cumbayá,389000,426,6,7,4.0,14,320,2
517,Casa con Terreno en Venta Sector Av Brasil,Quito Tenis,315000,562,3,3,4.0,12,258,1
522,Carcelén - Vendo - Casa en Conjunto,Carcelén,145000,256,3,3,3.0,9,111,1
523,Cumbaya - La Primavera Se Venden Casas por Estrenar de Tres Dor. Desde $,Cumbayá,235000,205,3,2,2.0,14,200,1
531,Vendo Casa en Carcelen en Conjunto Sector Supermaxi,Carcelén,89000,165,3,2,1.0,9,78,1
532,Casa en Venta Sector Cumbaya,Cumbayá,195000,309,3,2,2.0,14,160,1
538,Casa en Cumbaya 450 m² Urbanización Santa Lucia,Cumbayá,475000,500,3,3,4.0,14,406,2
545,"Hermosa Casa de Venta en Cumbayá, 4 Habitaciones en Urbanización Segura",Cumbayá,370000,418,4,3,2.0,14,335,2
546,Pillagua Vendo Casa de 5 Dorm. Terrazas Excelentes Acabados,Cumbayá,1050000,1200,5,5,3.0,14,998,3
547,"Venta Casa Conjunto 4 Habitaciones San Juan, Cumbaya, Ruta Viva, Colegio Terranova",Cumbayá,270000,267,4,3,4.0,14,201,1
553,Arriendo o Vende - Propiedad de Lujo - Cumbaya,Cumbayá,2600000,1200,4,4,3.0,14,2548,3
560,Moderna Casa de 4 Dorm. con Dormitorio Master en Pb,Cumbayá,1100000,1009,4,5,7.0,14,979,3
562,Casa de Venta en Guapulo de Oportunidad!,González Suárez,355000,900,3,3,2.0,11,316,2
568,"Cumbaya - Sector Santa Inés, Casa de 280 m² Dentro de Conjunto en Venta, de 3 Dorm.",Cumbayá,240000,280,3,2,2.0,14,205,1
570,"Vendo, Cumbayá, Casa con Terreno, ¡597 m² de Terreno!",Cumbayá,310000,380,3,2,8.0,14,171,1
571,"Inmobusiness Vende/ Arrienda Cómoda Casa Sector San Juan Alto, Cumbaya",Cumbayá,140000,159,3,2,2.0,14,105,1
572,Oportunidad! por Viaje Bajo de Precio Casa de Venta en San Juan Alto Cumbaya,Cumbayá,240000,336,3,3,3.0,14,188,1
577,Casa de Alquiler en Cumbaya,Cumbayá,2500000,1050,5,5,6.0,14,2396,3
578,"En Venta Hermosa Casa de 03d en San Juan Alto de Cumbaya, Sector Colegio Terranova (Mc)",Cumbayá,240000,225,3,3,2.0,14,205,1
583,Hermosa Casa Estilo Español en 1 Planta,Cumbayá,740000,1500,3,3,4.0,14,671,2
585,Se Vende Hermosa y Amplia Casa,Carcelén,195000,295,6,6,1.0,9,184,1
587,Casa en Venta Sector La Primavera II - Cumbaya,Cumbayá,230000,260,4,4,2.0,14,195,1
590,Espectacular Casa Vendo (Mac) - Sector Puembo,Puembo,405000,611,3,4,2.0,13,373,2
592,"En Venta, Casa por Estrenar en Puembo",Puembo,145000,250,3,2,2.0,13,113,1
594,Casa - Cumbayá por El Colegio Alemán,Cumbayá,320000,600,3,3,0.0,14,320,2
603,Sector Einstein: Vendo Casa con Mini Suite,Carcelén,198000,392,5,4,2.0,9,175,1
608,Hermosa Casa Vendo (Mac) - Sector Puembo,Puembo,365000,543,3,4,2.0,13,333,2
609,"Cumabaya, Casa de Venta",Cumbayá,140000,145,3,2,2.0,14,105,1
610,Casa en Venta Sector Carcelen 174 m 3 Dorm.,Carcelén,70000,174,3,2,2.0,9,47,1
613,"Casa de Venta, 4 Dorm., Amplio Jardín, Vista",Cumbayá,490000,958,4,3,3.0,14,438,2
614,"Vendo Moderna Casa Urbanización Exclusiva Cumbaya. Cine, Piscina",Cumbayá,1400000,1390,4,5,4.0,14,1331,3
618,Urbanizacion Pillagua - Casa de Venta,Cumbayá,799900,1027,5,4,4.0,14,731,2
623,Espectaculares Casas con Diseño Arquitectónico Diez Muller,Cumbayá,375000,294,3,3,2.0,14,340,2
625,Casa de Oportunidad en Carcelén / Conj. Camino de Los Eucaliptos.,Carcelén,76999,140,4,2,1.0,9,66,1
635,Casa en Venta - Sector Colegio Americano - Carcelen,Carcelén,115000,196,3,2,1.0,9,104,1
636,Vendo Casa con Jardin en Conjunto - Mrrm,Cumbayá,120000,132,3,2,1.0,14,103,1
643,Casa de Una Sola Planta en Puembo,Puembo,359000,745,3,2,4.0,13,295,1
649,"Cumbayá, La Primavera, Casa Independiente con Extenso Jardín, Frente Al Parque",Cumbayá,305000,450,3,2,3.0,14,253,1
650,"En Venta Casa de 03d, 222 m², en Exclusivo Conjunto Lumbisi, Cumbaya",Cumbayá,225000,266,3,3,2.0,14,190,1
671,Casa de Venta en La Viña,Cumbayá,398000,462,3,3,2.0,14,363,2
673,Moderna Casa de Venta Sector Pullagua,Cumbayá,875000,1500,4,4,6.0,14,771,2
674,"Cumbayá, Vivienda de Lujo, Piscina, 4 Dorm.",Cumbayá,1100000,1400,4,4,3.0,14,1048,3
677,Casa por Estrenar en Ubicación Exclusiva,Cumbayá,679900,1672,4,4,4.0,14,611,2
682,Linda Casa de Venta en Cumbaya Sector Colegio Menor,Cumbayá,589000,672,3,3,6.0,14,485,2
688,Casa en Urb de Lujo Cumbayá,Cumbayá,950000,1800,3,3,3.0,14,898,3
695,Casa - Cumbayá,Cumbayá,788311,918,3,2,2.0,14,754,2
696,Exclusivas Casas en Puembo - Piscina - Gimnasio,Puembo,117500,116,3,2,2.0,13,86,1
698,Casa - Puembo,Puembo,326226,351,4,5,0.0,13,326,2
707,Casa en Venta San Juan Bajo Cumbayá Cerca Redondel de Auquichico,Cumbayá,220000,271,4,4,2.0,14,185,1
712,"Venta Casa 4 Dormi, Jardín, Sector Cumbaya $239,000",Cumbayá,239000,300,4,4,2.0,14,204,1
718,"¡Oportunidad! Hermosa Casa de Venta, Sector Mastodontes",Carcelén,290000,701,5,6,6.0,9,222,1
719,Arriendo o Vendo Hermosa Casa Amoblada - Cumbaya,Cumbayá,195000,210,3,2,2.0,14,160,1
722,Casa - Cumbayá,Cumbayá,349500,270,3,4,2.0,14,315,2
723,"Casa de Venta en Cumbaya, 193 m",Cumbayá,208000,235,3,3,2.0,14,173,1
744,De Venta Casa Rentera en Conjunto Privado,Ponceano,219900,387,8,6,2.0,7,196,1
746,Casa en Venta Sector Carcelén,Carcelén,158000,220,3,3,2.0,9,135,1
750,Venta Casas 3 Dorm. de 143 m² en Carcelén Sector Colegio Americano,Carcelén,123500,143,3,2,2.0,9,101,1
758,"Casa Grande, Departamentos, Venta, Urb. Mastodontes",Carcelén,320000,546,8,5,3.0,9,286,1
761,Casa Estilo Rustico Terminados Importados Cumbaya,Cumbayá,520000,400,4,4,3.0,14,468,2
762,Venta Casa Independiente con Suite - Cumbayá La Primavera,Cumbayá,284900,245,4,3,2.0,14,250,1
764,Casa de Venta Remodeladoa en Pillagua con 1131 m² de Terreno y Casa con un Suite.,Cumbayá,550000,390,4,4,2.0,14,515,2
770,Casa con Local Comercial en El Norte de Quito,San Carlos,141000,207,4,3,1.0,4,127,1
771,Casa de Lujo en Venta. Cumbayá Urb. La Viña,Cumbayá,550000,462,4,3,2.0,14,515,2
772,Casa - Cumbayá,Cumbayá,295000,250,4,4,3.0,14,243,1
776,"Arrayanes Casa Mansión en Venta - Vista Panorámica, Piscina (Puembo)",Puembo,2900000,2200,5,5,0.0,13,2900,3
779,Casa en Urbanización Cumbaya,Cumbayá,320000,510,3,2,2.0,14,285,1
781,Casa de Venta 323 m² / $ - Sector Bellavista Alta,Bellavista,359000,323,3,2,2.0,10,328,2
791,Cumbaya Hermosa Casa Urbanizacion Real Alto,Cumbayá,350000,450,4,3,2.0,14,315,2
795,Vendo de Oportunidad Casa a Estrenar 183 m² Cumbaya Tiene Opcion 4 Dorm.,Cumbayá,238000,300,4,4,2.0,14,203,1
797,"Hermosa Casa, Venta, Conjunto Privado Pomasqui.",Pomasqui,110000,205,3,3,2.0,1,87,1
798,"Cumbaya, Espectacular Casa con Piscina, Exclusiva Urbanizacion $950.000",Cumbayá,950000,900,4,4,3.0,14,898,3
799,Casa de 2 Pisos de Venta en San Juan de Cumbaya 4 Dorm. Conjunto con Piscina,Cumbayá,163800,233,4,2,2.0,14,129,1
800,Casa - Carcelén,Carcelén,74990,114,3,3,1.0,9,64,1
802,"Oferta! Venta de Casa 206,19 m², Terreno 2.120 m² Estilo Rústico, Puembo",Puembo,340000,206,3,2,6.0,13,244,1
806,Casa - Cumbayá,Cumbayá,450000,456,3,3,2.0,14,415,2
808,"Casa en Venta 193 M²/ $207.000 - Sector Colegio Menor, Cumbayá",Cumbayá,207000,193,3,2,2.0,14,172,1
810,Cumbayá Casa 4 Habitaciones Urbanización Exclusiva Cerca Usfq,Cumbayá,575000,600,4,4,3.0,14,523,2
815,Casa de Arriendo de 2000 Dolares,Quito Tenis,2000,650,3,3,2.0,12,-26,1
817,"Casa, a Estrenar, 3 Dorm., Venta, Tanda Cumbayá",Cumbayá,267438,207,3,3,2.0,14,233,1
823,Casa de Venta Quito Tennis en Conjunto,Quito Tenis,340000,380,5,3,3.0,12,298,1
826,Se Vende Casa Hermosa y Exclusiva de 240 m Totales en Cumbaya - La Primavera,Cumbayá,235000,240,3,2,2.0,14,200,1
828,Venta Casa 3 Dorm. Sector Cumbayá,Cumbayá,145000,180,3,2,2.0,14,110,1
832,Se Vende Linda Casa de 258 m Totales de Construcción en Cumbaya,Cumbayá,200000,258,3,2,2.0,14,165,1
835,Linda Casa Moderna en Conjunto en San Juan de Cumbaya.,Cumbayá,220000,193,4,4,3.0,14,168,1
836,"Casa Una Sola Planta La Pulida Norte de Quito, a Estrenar Aplica Tasa 4,99% Vis",San Carlos,70300,68,3,2,1.0,4,57,1
837,"Casa en Cumbaya, Conjunto de 4 Casas",Cumbayá,273000,353,3,2,2.0,14,238,1
839,Hermosa Casa en Cumbaya en Conjunto Privado de 2 Dorm. con Linda Vista,Cumbayá,225000,225,2,2,2.0,14,190,1
842,Casa - Cumbayá,Cumbayá,1400000,819,3,3,9.0,14,1244,3
844,"Oportunidad! Casa de Venta en Cumbayá (Colegio Terranova) Jardín, Bbq, Balcón",Cumbayá,250000,315,3,3,2.0,14,215,1
845,Venta de Hermosa Casa de 3 Dorm. - Sector: Cumbayá a 700 m del Rancho San Francisco,Cumbayá,338000,311,3,3,3.0,14,286,1
850,Vendo Casa de Lujo Urbanizacion Einsten Sector Carcelen 912 m² $508.000,Carcelén,508000,1000,10,5,5.0,9,451,2
858,Casa de Venta en Camino de Los Eucaliptos - Carcelén,Carcelén,98500,180,4,3,1.0,9,87,1
865,Venta de 3 Casas Cumbayá 248 m $254.000,Cumbayá,254000,248,4,4,4.0,14,185,1
872,Casa de 4 Dorm. de 800 m² - Sector Privilegiado - Cumbaya,Cumbayá,790000,878,4,4,4.0,14,721,2
876,2 Casas de Ventas de Oportunidad en Cumbaya,Cumbayá,400000,700,4,4,10.0,14,227,1
878,Casa en Venta San Juan Alto - Cumbayá,Cumbayá,258000,337,3,4,2.0,14,223,1
880,Vendo Casa - Lujo Cumbayá,Cumbayá,258000,249,4,4,4.0,14,189,1
891,Hermosa Casa de Venta Urbanización Pillagua,Cumbayá,1050000,800,3,4,4.0,14,981,3
897,"Puembo, por Estrenar, 4 Dorm., Moderna $365.000",Puembo,365000,354,4,2,2.0,13,333,2
901,"Casa Junto a La Usfq en Venta, Cumbayá (Urb. La Comarca)",Cumbayá,296000,260,3,3,2.0,14,261,1
902,"Espectacular Casa en Urbanización Cumbayá, Lote 896 Mtrs2, 460 Mtrs2 Construcción",Cumbayá,770000,460,3,4,4.0,14,701,2
906,"Casa Una Sola Planta La Pulida Norte de Quito, a Estrenar Aplica Tasa 4,99% Vis",San Carlos,65300,68,3,2,1.0,4,52,1
909,"San Juan, Hermosa Casa Rustica con Piscina $520.000",Cumbayá,520000,1470,4,3,4.0,14,451,2
911,"Linda Casa Esquinera 170 Mtrs Carcelen, 4 Dorm. (Sector Col Einstein) Conjunto",Carcelén,130000,170,4,3,2.0,9,107,1
